_id,Codice_ateco,Descrizione_ateco
2615,77.31.0,77.31.0 - Noleggio di macchine e attrezzature agricole
2616,77.31.00,77.31.00 - Noleggio di macchine e attrezzature agricole
2617,77.32,77.32 - Noleggio di macchine e attrezzature per lavori edili e di genio civile
2618,77.32.0,77.32.0 - Noleggio di macchine e attrezzature per lavori edili e di genio civile
2619,77.32.00,77.32.00 - Noleggio di macchine e attrezzature per lavori edili e di genio civile
2620,77.33,77.33 - Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2621,77.33.0,77.33.0 - Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2622,77.33.00,77.33.00 - Noleggio di macchine e attrezzature per ufficio (inclusi i computer)
2623,77.34,77.34 - Noleggio di mezzi di trasporto marittimo e fluviale 
2624,77.34.0,77.34.0 - Noleggio di mezzi di trasporto marittimo e fluviale
2625,77.34.00,77.34.00 - Noleggio di mezzi di trasporto marittimo e fluviale
2626,77.35,77.35 - Noleggio di mezzi di trasporto aereo
2627,77.35.0,77.35.0 - Noleggio di mezzi di trasporto aereo
2628,77.35.00,77.35.00 - Noleggio di mezzi di trasporto aereo
2629,77.39,"77.39 - Noleggio di altre macchine, attrezzature e beni materiali nca"
2630,77.39.1,77.39.1 - Noleggio di altri mezzi di trasporto terrestri
2631,77.39.10,77.39.10 - Noleggio di altri mezzi di trasporto terrestri
2632,77.39.9,77.39.9 - Noleggio di altre macchine e attrezzature
2633,77.39.91,77.39.91 - Noleggio di container adibiti ad alloggi o ad uffici
2634,77.39.92,77.39.92 - Noleggio di container per diverse modalità di trasporto
2635,77.39.93,"77.39.93 - Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera"
2636,77.39.94,"77.39.94 - Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi"
2637,77.39.99,77.39.99 - Noleggio senza operatore di altre macchine ed attrezzature nca
2638,77.4,77.4 - CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT)
2639,77.40,77.40 - Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2640,77.40.0,77.40.0 - Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2641,77.40.00,77.40.00 - Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)
2642,78,"78 - ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE "
2643,78.1,78.1 - ATTIVITÀ DI AGENZIE DI COLLOCAMENTO
2644,78.10,78.10 - Attività di agenzie di collocamento
2645,78.10.0,"78.10.0 - Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale"
2646,78.10.00,"78.10.00 - Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale"
2647,78.2,78.2 - ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)
2648,78.20,78.20 - Attività delle agenzie di lavoro temporaneo (interinale)
2649,78.20.0,78.20.0 - Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
2650,78.20.00,78.20.00 - Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
2651,78.3,78.3 - ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE
2652,78.30,78.30 - Altre attività di fornitura e gestione di risorse umane
2653,78.30.0,78.30.0 - Altre attività di fornitura e gestione di risorse umane (staff leasing)
2654,78.30.00,78.30.00 - Altre attività di fornitura e gestione di risorse umane (staff leasing)
2655,79,"79 - ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE"
2656,79.1,79.1 - ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR
2657,79.11,79.11 - Attività delle agenzie di viaggio
2658,79.11.0,79.11.0 - Attività delle agenzie di viaggio
2659,79.11.00,79.11.00 - Attività delle agenzie di viaggio
2660,79.12,79.12 - Attività dei tour operator
2661,79.12.0,79.12.0 - Attività dei tour operator
2662,79.12.00,79.12.00 - Attività dei tour operator
2663,79.9,79.9 - ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE
2664,79.90,79.90 - Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
2665,79.90.1,79.90.1 - Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio
2666,79.90.11,"79.90.11 - Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento"
2667,79.90.19,79.90.19 - Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca
2668,79.90.2,79.90.2 - Attività delle guide e degli accompagnatori turistici
2669,79.90.20,79.90.20 - Attività delle guide e degli accompagnatori turistici
2670,80,80 - SERVIZI DI VIGILANZA E INVESTIGAZIONE
2671,80.1,80.1 - SERVIZI DI VIGILANZA PRIVATA
2672,80.10,80.10 - Servizi di vigilanza privata
2673,80.10.0,80.10.0 - Servizi di vigilanza privata
2674,80.10.00,80.10.00 - Servizi di vigilanza privata
2675,80.2,80.2 - SERVIZI CONNESSI AI SISTEMI DI VIGILANZA
2676,80.20,80.20 - Servizi connessi ai sistemi di vigilanza
2677,80.20.0,80.20.0 - Servizi connessi ai sistemi di vigilanza
2678,80.20.00,80.20.00 - Servizi connessi ai sistemi di vigilanza
2679,80.3,80.3 - SERVIZI INVESTIGATIVI PRIVATI
2680,80.30,80.30 - Servizi investigativi privati
2681,80.30.0,80.30.0 - Servizi di investigazione privata
2682,80.30.00,80.30.00 - Servizi di investigazione privata
2683,81,81 - ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO
2684,81.1,81.1 - SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI
2685,81.10,81.10 - Servizi integrati di gestione agli edifici
2686,81.10.0,81.10.0 - Servizi integrati di gestione agli edifici
2687,81.10.00,81.10.00 - Servizi integrati di gestione agli edifici
2688,81.2,81.2 - ATTIVITÀ DI PULIZIA E DISINFESTAZIONE
2689,81.21,81.21 - Pulizia generale (non specializzata) di edifici
2690,81.21.0,81.21.0 - Pulizia generale (non specializzata) di edifici
2691,81.21.00,81.21.00 - Pulizia generale (non specializzata) di edifici
2692,81.22,81.22 - Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2693,81.22.0,81.22.0 - Attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2694,81.22.01,81.22.01 - Attività di sterilizzazione di attrezzature medico sanitarie
2695,81.22.02,81.22.02 - Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali
2696,81.29,81.29 - Altre attività di pulizia
2697,81.29.1,81.29.1 - Servizi di disinfestazione
2698,81.29.10,81.29.10 - Servizi di disinfestazione
2699,81.29.9,81.29.9 - Attività di pulizia nca
2700,81.29.91,"81.29.91 - Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio"
2701,81.29.99,81.29.99 - Altre attività di pulizia nca
2702,81.3,81.3 - CURA E MANUTENZIONE DEL PAESAGGIO
2703,81.30,81.30 - Cura e manutenzione del paesaggio
2704,81.30.0,"81.30.0 - Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)"
2705,81.30.00,"81.30.00 - Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)"
2706,82,82 - ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE
2707,82.1,82.1 - ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO
2708,82.11,82.11 - Servizi integrati di supporto per le funzioni d'ufficio
2709,82.11.0,82.11.0 - Servizi integrati di supporto per le funzioni d'ufficio; uffici-residence
2710,82.11.01,82.11.01 - Servizi integrati di supporto per le funzioni d'ufficio
2711,82.11.02,"82.11.02 - Gestione di uffici temporanei, uffici residence"
2712,82.19,"82.19 - Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio"
2713,82.19.0,"82.19.0 - Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio"
2714,82.19.01,"82.19.01 - Spedizione di materiale propagandistico, compilazione e gestione di indirizzi"
2715,82.19.09,"82.19.09 - Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio"
2716,82.2,82.2 - ATTIVITÀ DEI CALL CENTER
2717,82.20,82.20 - Attività dei call center
2718,82.20.0,82.20.0 - Attività dei call center
2719,82.20.00,82.20.00 - Attività dei call center
2720,82.3,82.3 - ORGANIZZAZIONE DI CONVEGNI E FIERE
2721,82.30,82.30 - Organizzazione di convegni e fiere
2722,82.30.0,82.30.0 - Organizzazione di convegni e fiere
2723,82.30.00,82.30.00 - Organizzazione di convegni e fiere
2724,82.9,82.9 - SERVIZI DI SUPPORTO ALLE IMPRESE NCA
2725,82.91,82.91 - Attività di agenzie di recupero crediti; agenzie di informazioni commerciali
2726,82.91.1,82.91.1 - Attività di agenzie di recupero crediti
2727,82.91.10,82.91.10 - Attività di agenzie di recupero crediti
2728,82.91.2,82.91.2 - Agenzie di informazioni commerciali
2729,82.91.20,82.91.20 - Agenzie di informazioni commerciali
2730,82.92,82.92 - Attività di imballaggio e confezionamento per conto terzi
2731,82.92.1,82.92.1 - Imballaggio e confezionamento di generi alimentari
2732,82.92.10,82.92.10 - Imballaggio e confezionamento di generi alimentari
2733,82.92.2,82.92.2 - Imballaggio e confezionamento di generi non alimentari
2734,82.92.20,82.92.20 - Imballaggio e confezionamento di generi non alimentari
2735,82.99,82.99 - Altri servizi di supporto alle imprese nca
2736,82.99.1,82.99.1 - Imprese di gestione esattoriale
2737,82.99.10,82.99.10 - Imprese di gestione esattoriale
2738,82.99.2,"82.99.2 - Agenzie di distribuzione di libri, giornali e riviste"
2739,82.99.20,"82.99.20 - Agenzie di distribuzione di libri, giornali e riviste"
2740,82.99.3,82.99.3 - Servizi di gestione di pubblici mercati e pese pubbliche
2741,82.99.30,82.99.30 - Servizi di gestione di pubblici mercati e pese pubbliche
2742,82.99.4,82.99.4 - Richiesta certificati e disbrigo pratiche
2743,82.99.40,82.99.40 - Richiesta certificati e disbrigo pratiche
2744,82.99.9,82.99.9 - Altri servizi di sostegno alle imprese
2745,82.99.91,82.99.91 - Servizi di stenotipia
2746,82.99.99,82.99.99 - Altri servizi di sostegno alle imprese nca
2747,84,84 - AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA
2748,84.1,"84.1 - AMMINISTRAZIONE PUBBLICA: AMMINISTRAZIONE GENERALE, ECONOMICA E SOCIALE"
2749,84.11,84.11 - Attività generali di amministrazione pubblica
2750,84.11.1,"84.11.1 - Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
2751,84.11.10,"84.11.10 - Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali"
2752,84.11.2,84.11.2 - Attività di pianificazione generale e servizi statistici generali
2753,84.11.20,84.11.20 - Attività di pianificazione generale e servizi statistici generali
2754,84.12,"84.12 - Regolamentazione delle attività relative alla fornitura di servizi di assistenza sanitaria, dell'istruzione, di servizi culturali e ad altri servizi sociali (esclusa l'assicurazione sociale obbligatoria)"
2755,84.12.1,84.12.1 - Regolamentazione dell'attività degli organismi preposti alla sanità
2756,84.12.10,84.12.10 - Regolamentazione dell'attività degli organismi preposti alla sanità
2757,84.12.2,84.12.2 - Regolamentazione dell'attività degli organismi preposti all'istruzione
2758,84.12.20,84.12.20 - Regolamentazione dell'attività degli organismi preposti all'istruzione
2759,84.12.3,84.12.3 - Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
2760,84.12.30,84.12.30 - Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente
2761,84.12.4,"84.12.4 - Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari"
2762,84.12.40,"84.12.40 - Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari"
2763,84.13,84.13 - Regolamentazione delle attività che contribuiscono ad una più efficiente gestione delle attività economiche
2764,84.13.1,84.13.1 - Regolamentazione degli affari concernenti i combustibili e l'energia
2765,84.13.10,84.13.10 - Regolamentazione degli affari concernenti i combustibili e l'energia
2766,84.13.2,"84.13.2 - Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca"
2767,84.13.20,"84.13.20 - Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca"
2768,84.13.3,"84.13.3 - Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione"
2769,84.13.30,"84.13.30 - Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione"
2770,84.13.4,84.13.4 - Regolamentazione degli affari e servizi concernenti la costruzione di strade
2771,84.13.40,84.13.40 - Regolamentazione degli affari e servizi concernenti la costruzione di strade
2772,84.13.5,84.13.5 - Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima
2773,84.13.50,84.13.50 - Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima
2774,84.13.6,84.13.6 - Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni
2775,84.13.60,84.13.60 - Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni
2776,84.13.7,84.13.7 - Regolamentazione degli affari e servizi concernenti il commercio interno
2777,84.13.70,84.13.70 - Regolamentazione degli affari e servizi concernenti il commercio interno
2778,84.13.8,84.13.8 - Regolamentazione degli affari e servizi concernenti il turismo
2779,84.13.80,84.13.80 - Regolamentazione degli affari e servizi concernenti il turismo
2780,84.13.9,84.13.9 - Regolamentazione di altri affari e servizi economici
2781,84.13.90,84.13.90 - Regolamentazione di altri affari e servizi economici
2782,84.2,84.2 - SERVIZI COLLETTIVI DELLE AMMINISTRAZIONI PUBBLICHE
2783,84.21,84.21 - Affari esteri
2784,84.21.0,84.21.0 - Affari esteri
2785,84.21.00,84.21.00 - Affari esteri
2786,84.22,84.22 - Difesa nazionale
2787,84.22.0,84.22.0 - Difesa nazionale
2788,84.22.00,84.22.00 - Difesa nazionale
2789,84.23,84.23 - Giustizia ed attività giudiziarie
2790,84.23.0,84.23.0 - Giustizia ed attività giudiziarie
2791,84.23.00,84.23.00 - Giustizia ed attività giudiziarie
2792,84.24,84.24 - Ordine pubblico e sicurezza nazionale
2793,84.24.0,84.24.0 - Ordine pubblico e sicurezza nazionale
2794,84.24.00,84.24.00 - Ordine pubblico e sicurezza nazionale
2795,84.25,84.25 - Attività dei vigili del fuoco e della protezione civile
2796,84.25.1,84.25.1 - Attività dei vigili del fuoco
2797,84.25.10,84.25.10 - Attività dei vigili del fuoco
2798,84.25.2,84.25.2 - Attività di protezione civile
2799,84.25.20,84.25.20 - Attività di protezione civile
2800,84.3,84.3 - ASSICURAZIONE SOCIALE OBBLIGATORIA
2801,84.30,84.30 - Assicurazione sociale obbligatoria 
2802,84.30.0,84.30.0 - Assicurazione sociale obbligatoria
2803,84.30.00,84.30.00 - Assicurazione sociale obbligatoria
2804,85,85 - ISTRUZIONE
2805,85.1,85.1 - ISTRUZIONE PRESCOLASTICA
2806,85.10,85.10 - Istruzione prescolastica
2807,85.10.0,"85.10.0 - Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie"
2808,85.10.00,"85.10.00 - Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie"
2809,85.2,85.2 - ISTRUZIONE PRIMARIA 
2810,85.20,85.20 - Istruzione primaria
2811,85.20.0,85.20.0 - Istruzione primaria: scuole elementari
2812,85.20.00,85.20.00 - Istruzione primaria: scuole elementari
2813,85.3,85.3 - ISTRUZIONE SECONDARIA
2814,85.31,85.31 - Istruzione secondaria di formazione generale
2815,85.31.1,85.31.1 - Istruzione secondaria di primo grado: scuole medie
2816,85.31.10,85.31.10 - Istruzione secondaria di primo grado: scuole medie
2817,85.31.2,85.31.2 - Istruzione secondaria di secondo grado di formazione generale: licei
2818,85.31.20,85.31.20 - Istruzione secondaria di secondo grado di formazione generale: licei
2819,85.32,85.32 - Istruzione secondaria tecnica e professionale
2820,85.32.0,"85.32.0 - Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera)"
2821,85.32.01,85.32.01 - Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali
2822,85.32.02,85.32.02 - Scuole di volo che rilasciano brevetti o patenti commerciali
2823,85.32.03,"85.32.03 - Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di pullman"
2824,85.32.09,"85.32.09 - Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica"
2825,85.4,85.4 - ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA
2826,85.41,85.41 - Istruzione post-secondaria non universitaria
2827,85.41.0,85.41.0 - Istruzione e formazione tecnica superiore (IFTS)
2828,85.41.00,85.41.00 - Istruzione e formazione tecnica superiore (IFTS)
2829,85.42,85.42 - Istruzione universitaria e post-universitaria; accademie e conservatori
2830,85.42.0,85.42.0 - Istruzione universitaria e post-universitaria; accademie e conservatori
2831,85.42.00,85.42.00 - Istruzione universitaria e post-universitaria; accademie e conservatori
2832,85.5,85.5 - ALTRI SERVIZI DI ISTRUZIONE
2833,85.51,85.51 - Corsi sportivi e ricreativi
2834,85.51.0,85.51.0 - Corsi sportivi e ricreativi
2835,85.51.00,85.51.00 - Corsi sportivi e ricreativi
2836,85.52,85.52 - Formazione culturale
2837,85.52.0,85.52.0 - Formazione culturale
